FULL NAME,POS,Guard,MPG,Usage Rate,Turnover Rate,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,ORTG,DRTG
Nassir Little,F-G,0,11.9,13.7,8.1,44,0.636,92,0.554,59,0.237,0.477,0.505,3.6,2.3,9.9,0.5,5,0.27,0.31,0.31,108,105.8
Elie Okobo,F-G,0,13.1,14.8,15.2,71,0.704,110,0.427,71,0.352,0.467,0.516,4,1.6,7,2.1,21.2,0.45,0.07,0.69,108.5,107.4
KZ Okpala,F-G,0,5.2,11.6,14.5,2,0.5,4,0.75,1,0,0.6,0.595,1.4,1,10.7,0.2,5.5,0.4,0.2,0.2,110,101.3
Kelly Oubre Jr.,F-G,0,34.5,22.4,8.2,246,0.78,519,0.511,307,0.352,0.517,0.56,18.7,6.5,10.4,1.5,6.6,1.25,0.71,1.48,108.8,103.5
Cam Reddish,F-G,0,26.7,18.9,13.5,126,0.802,304,0.428,250,0.332,0.459,0.5,10.5,3.7,7.5,1.5,8,1.07,0.48,1.64,95,110.5
Thabo Sefolosha,F-G,0,10.6,10.4,13.7,8,0.375,37,0.595,54,0.278,0.489,0.487,2.2,2.3,11.2,0.6,7.6,0.59,0.29,0.37,102.7,101.9
Jayson Tatum,F-G,0,34.3,28.6,10.1,313,0.812,758,0.479,469,0.403,0.527,0.567,23.4,7,10.9,3,14.5,1.42,0.86,2.33,110.5,103.5
Nickeil Alexander-Walker,G,1,12.6,23.3,16.1,37,0.676,133,0.391,133,0.346,0.455,0.473,5.7,1.8,7.5,1.9,21.1,0.36,0.17,1.15,93.2,106.4
Grayson Allen,G,1,18.9,17.6,10.9,45,0.867,110,0.545,141,0.404,0.58,0.609,8.7,2.2,6.2,1.4,10,0.32,0.05,0.87,113.6,108.9
Kadeem Allen,G,1,11.7,20.6,14.1,11,0.636,28,0.5,16,0.313,0.489,0.512,5,0.9,4.1,2.1,27,0.5,0.2,0.8,106,111.9
Ryan Arcidiacono,G,1,16,12.5,13.5,38,0.711,82,0.439,138,0.391,0.532,0.551,4.5,1.9,6.5,1.7,14.3,0.47,0.05,0.64,111.4,105.3
D.J. Augustin,G,1,24.9,19.1,13.7,181,0.89,260,0.438,201,0.348,0.475,0.554,10.5,2.1,4.6,4.6,26.8,0.58,0.02,1.51,113.9,110
Lonzo Ball,G,1,32.1,18.4,21,76,0.566,292,0.442,395,0.375,0.511,0.517,11.8,6.1,10,6.9,28.9,1.41,0.59,3.05,103.1,108.2
J.J. Barea,G,1,15.5,24.2,14.9,22,0.909,122,0.434,85,0.376,0.488,0.512,7.7,1.8,6.2,3.9,37.1,0.17,0.07,1.31,108.6,110.7
Will Barton,G,1,33,20.1,9.9,135,0.77,450,0.498,288,0.375,0.523,0.549,15.1,6.3,10.7,3.7,16,1.07,0.5,1.52,112.2,107.8
Bradley Beal,G,1,36,34.4,11.5,458,0.843,822,0.515,481,0.353,0.52,0.579,30.6,4.2,6.4,6.1,29.5,1.26,0.4,3.42,112.6,114
Malik Beasley,G,1,18.2,20.6,10.2,38,0.868,140,0.421,161,0.36,0.485,0.511,7.9,1.9,5.8,1.2,9.1,0.76,0.15,0.88,99.7,108.6
Malik Beasley,G,1,33.1,23.8,8.2,28,0.75,118,0.517,115,0.426,0.577,0.591,20.7,5.1,8.1,1.9,9.8,0.64,0.14,1.57,110.9,111.4
Marco Belinelli,G,1,15.5,17.5,5.3,58,0.828,136,0.412,178,0.376,0.498,0.532,6.3,1.7,6,1.2,10.7,0.21,0.02,0.33,109.6,113.5
Patrick Beverley,G,1,26.3,13.3,15.4,47,0.66,135,0.496,206,0.388,0.548,0.56,7.9,5.2,10.3,3.6,18.2,1.06,0.49,1.29,115.1,97.9
Eric Bledsoe,G,1,27,23.7,15.6,214,0.79,490,0.531,215,0.344,0.526,0.57,14.9,4.7,8.6,5.4,28.7,0.92,0.43,2.43,111.4,98.2
Bogdan Bogdanovic,G,1,28.9,22.5,11,116,0.741,325,0.532,441,0.372,0.547,0.565,15.1,3.4,6.6,3.4,18,1.07,0.25,1.66,109.9,108.7
Jordan Bone,G,1,5.3,18.1,9.1,0,0,10,0.3,10,0.2,0.3,0.3,1.2,0.4,4.3,0.8,21,0.1,0,0.2,76.4,106.4
Isaac Bonga,G,1,18.9,10.9,17.4,85,0.812,163,0.571,71,0.352,0.558,0.608,5,3.4,9.7,1.2,7.9,0.68,0.33,0.86,115.8,106.3
Devin Booker,G,1,35.9,30,14.9,509,0.919,885,0.549,398,0.354,0.544,0.618,26.6,4.2,6.5,6.5,30,0.69,0.26,3.77,115.3,107.3
Ky Bowman,G,1,22.6,17.2,17.1,41,0.829,214,0.472,107,0.308,0.469,0.494,7.4,2.7,6.4,2.9,19.4,1,0.22,1.56,96,107.2
Avery Bradley,G,1,24.2,15.7,10.7,24,0.833,210,0.51,173,0.364,0.526,0.537,8.6,2.3,5.3,1.3,7.2,0.88,0.1,0.96,103.2,102.3
Malcolm Brogdon,G,1,30.9,25.2,13.7,186,0.892,515,0.487,230,0.326,0.488,0.54,16.5,4.9,8.6,7.1,33.8,0.65,0.19,2.43,110.4,106.9
Charles Brown Jr.,G,1,4.1,24.8,12.4,5,1,10,0.3,9,0.333,0.395,0.472,2,0.4,5.3,0.2,7.2,0.2,0.2,0.3,93.3,113
Jalen Brunson,G,1,17.9,20.3,13.6,75,0.813,268,0.515,120,0.358,0.522,0.553,8.2,2.4,6.9,3.3,27,0.39,0.07,1.16,113.6,108.3
Trey Burke,G,1,13.1,19.2,8.2,18,0.722,89,0.483,38,0.421,0.528,0.545,5.9,1.4,5.7,2.1,24,0.28,0.04,0.48,118.1,108.9
Trey Burke,G,1,23.9,21.4,9.4,11,0.909,45,0.422,37,0.432,0.524,0.553,12,1.9,4.1,3.8,23.2,1.13,0.13,1.13,114.6,108.8
Alec Burks,G,1,29,23.8,9.8,224,0.897,377,0.424,224,0.375,0.476,0.552,16.1,4.7,8.8,3.1,17.4,1.02,0.33,1.58,110.7,109.2
Alec Burks,G,1,20.2,23.6,7.5,41,0.829,90,0.5,77,0.416,0.557,0.594,12.2,3.1,8.5,2.1,16.3,0.67,0,0.83,119.5,107.3
Kentavious Caldwell-Pope,G,1,25.5,14.7,10.1,102,0.775,268,0.541,239,0.385,0.558,0.584,9.3,2.1,4.4,1.6,8.5,0.84,0.2,0.9,114.4,105.2
Jevon Carter,G,1,16.3,12.9,10.8,27,0.852,97,0.402,146,0.425,0.543,0.563,4.9,2,6.9,1.4,11.9,0.78,0.29,0.53,113.7,105.1
Michael Carter-Williams,G,1,18.5,18.3,14.7,95,0.832,185,0.481,75,0.293,0.469,0.535,7.2,3.3,9.5,2.4,19.1,1.09,0.49,1.16,109.3,100.5
Alex Caruso,G,1,18.4,13.8,13.8,94,0.734,171,0.468,120,0.333,0.481,0.525,5.5,1.9,5.7,2,13.7,1.09,0.28,0.83,107,101.6
Joe Chealey,G,1,8.4,13,20.2,2,1,3,0,4,0,0,0.127,0.5,0,0,0.3,3.9,1,0,0.5,29.7,108.5
Chris Chiozza,G,1,12.3,14.6,20.9,0,0,18,0.167,16,0.438,0.397,0.397,2.7,1.5,6.7,2.8,29.3,1,0.2,0.9,91,106.5
Chris Chiozza,G,1,15.5,19.7,17.5,5,1,50,0.5,56,0.357,0.519,0.531,6.4,2.1,7.1,3.1,29.5,0.61,0.11,1.28,106.5,103.8
Jordan Clarkson,G,1,23,25.9,9.7,86,0.884,167,0.509,159,0.371,0.532,0.581,14.6,2.4,5.8,2.4,17.1,0.59,0.28,1.34,116,114.9
Jordan Clarkson,G,1,24.7,26.7,9.1,79,0.785,288,0.545,254,0.366,0.547,0.568,15.6,2.8,6.3,1.6,10.8,0.69,0.19,1.38,108.3,106.4
Chris Clemons,G,1,8.8,23.6,11.5,11,0.909,35,0.571,107,0.346,0.532,0.548,4.9,0.9,5.4,0.8,14.3,0.24,0.15,0.58,104.4,106.5
Antonius Cleveland,G,1,4.2,17,11,5,0.6,11,0.364,3,0,0.286,0.34,1,0.6,8,0.1,2.8,0.09,0.27,0.18,74.1,97.2
Mike Conley,G,1,29,23.1,12.8,139,0.827,311,0.437,256,0.375,0.494,0.537,14.4,3.2,6.1,4.4,23.1,0.79,0.11,1.96,109.2,106
Pat Connaughton,G,1,18.6,12.3,13.8,40,0.775,135,0.607,166,0.331,0.547,0.565,5.4,4.2,11.2,1.6,10.9,0.36,0.48,0.76,113.4,100.5
Quinn Cook,G,1,11.5,21.1,13,14,0.786,130,0.462,85,0.365,0.495,0.506,5.1,1.2,5.6,1.1,13.8,0.27,0.05,0.75,98.4,107.3
Jamal Crawford,G,1,6,27.9,0,0,0,2,0.5,2,0.5,0.625,0.625,5,0,0,3,100.3,0,0,0,155,100.9
Seth Curry,G,1,24.6,18.4,9.1,97,0.825,253,0.549,321,0.452,0.621,0.643,12.4,2.3,4.8,1.9,11.6,0.59,0.14,0.97,122.9,109.2
Stephen Curry,G,1,27.9,33.6,14.6,26,1,33,0.636,49,0.245,0.476,0.557,20.8,5.2,10.1,6.6,42.2,1,0.4,3.2,109.4,108.3
Troy Daniels,G,1,11.1,16.1,5.2,16,0.625,46,0.478,112,0.357,0.519,0.527,4.2,1.1,5.5,0.3,4.1,0.2,0.07,0.22,107.6,106.5
Terence Davis,G,1,16.8,19,14.1,59,0.864,194,0.541,242,0.388,0.564,0.588,7.5,3.3,10.3,1.6,14.2,0.54,0.19,1.06,110.4,98.1
Matthew Dellavedova,G,1,14.4,13,23.6,37,0.865,84,0.488,91,0.231,0.414,0.463,3.1,1.3,5.1,3.2,29,0.37,0.04,1.04,103.2,110
Hamidou Diallo,G,1,19.5,18.4,13.6,63,0.603,239,0.485,57,0.281,0.473,0.491,6.9,3.6,10.3,0.8,5.9,0.8,0.2,1.11,94.3,99.5
Spencer Dinwiddie,G,1,31.2,29.2,12.5,446,0.778,620,0.485,400,0.308,0.476,0.542,20.6,3.5,5.7,6.8,35,0.63,0.33,2.72,111,105.1
Donte DiVincenzo,G,1,23,17.3,14.1,86,0.733,263,0.567,247,0.336,0.536,0.557,9.2,4.8,10.3,2.3,13.6,1.33,0.32,1.36,108.1,96.6
Luguentz Dort,G,1,22.8,14.2,8.3,53,0.792,118,0.475,101,0.297,0.461,0.503,6.8,2.3,5.5,0.8,4.6,0.89,0.11,0.61,102.4,100.9
Damyean Dotson,G,1,17.4,16.5,6.5,33,0.667,127,0.48,163,0.362,0.516,0.527,6.7,1.9,5.8,1.2,10,0.48,0.08,0.44,109.6,112.8
Goran Dragic,G,1,28.2,25.9,14.8,246,0.776,386,0.505,338,0.367,0.526,0.573,16.2,3.2,6.3,5.1,29.2,0.68,0.17,2.46,110.3,106.6
Kris Dunn,G,1,24.9,14.6,15.7,54,0.741,230,0.535,112,0.259,0.487,0.51,7.3,3.7,8.1,3.4,19.5,1.96,0.35,1.33,104.4,98.8
Carsen Edwards,G,1,9.5,18.4,9.9,19,0.684,52,0.346,76,0.316,0.422,0.444,3.3,1.3,7.2,0.6,9.3,0.32,0.11,0.41,92.3,101.6
Wayne Ellington,G,1,15.5,15,9.1,13,0.846,31,0.355,143,0.35,0.494,0.509,5.1,1.8,6.2,1.2,11,0.36,0.11,0.5,105.6,110.3
Dante Exum,G,1,7.6,17.8,29.5,2,1,17,0.471,6,0.333,0.478,0.503,2.2,1.1,7.9,0.6,11.8,0.09,0.18,0.91,83,104.2
Dante Exum,G,1,16.8,14.4,15.6,41,0.732,59,0.559,37,0.351,0.547,0.592,5.6,2.3,7.7,1.4,11.4,0.46,0.25,0.88,112.6,110.9
Terrance Ferguson,G,1,22.5,9.1,11.9,20,0.75,52,0.558,168,0.292,0.466,0.481,3.9,1.3,3.3,0.9,5.3,0.46,0.3,0.55,97.1,102.3
Yogi Ferrell,G,1,10.6,19.2,11.9,42,0.857,109,0.505,79,0.304,0.484,0.528,4.4,1,5.2,1.4,18.8,0.36,0.08,0.56,107.3,109.9
Bryn Forbes,G,1,25.1,18.5,8.4,90,0.833,200,0.47,381,0.388,0.544,0.57,11.2,2,4.3,1.7,9.5,0.52,0,0.9,109.5,111.6
De'Aaron Fox,G,1,32,29.8,14.1,342,0.705,630,0.535,185,0.292,0.513,0.558,21.1,3.8,6.7,6.8,35.2,1.45,0.49,3.12,110.4,106.7
Michael Frazier,G,1,11.1,11.5,12.5,14,0.643,6,0.5,23,0.174,0.31,0.384,2.1,0.8,3.6,0.2,1.7,0.15,0,0.38,75.4,101.7
Tim Frazier,G,1,13.1,17.3,25.6,24,0.792,64,0.375,30,0.333,0.415,0.464,3.6,1.2,5.3,3.4,36.6,0.52,0.11,1.33,99.6,104.8
Markelle Fultz,G,1,27.7,21.4,14.9,159,0.73,637,0.507,135,0.267,0.488,0.517,12.1,3.3,6.4,5.1,29,1.25,0.17,2.04,104.2,105.6
Langston Galloway,G,1,25.8,15.9,6.5,84,0.857,211,0.493,331,0.399,0.557,0.584,10.2,2.2,4.9,1.5,8.8,0.73,0.15,0.61,117.7,112.3
Darius Garland,G,1,30.9,20.6,17.1,72,0.875,402,0.435,296,0.355,0.476,0.499,12.3,1.9,3.3,3.9,18.5,0.69,0.07,2.54,96.3,115.7
Brandon Goodwin,G,1,12.7,22.4,12.5,30,0.933,103,0.485,87,0.299,0.468,0.507,6.1,2.1,9,1.5,18,0.35,0.12,0.85,100.8,108.9
Eric Gordon,G,1,28.2,22.5,7.8,107,0.766,160,0.469,303,0.317,0.473,0.51,14.4,2,3.7,1.5,7.9,0.64,0.33,1.19,101,109.7
Devonte' Graham,G,1,35.1,24.8,14.5,233,0.82,378,0.397,585,0.373,0.495,0.537,18.2,3.3,5.2,7.5,35.4,0.98,0.24,2.87,109.6,112.4
Jerian Grant,G,1,13.4,17.1,9.1,7,0.714,19,0.421,8,0.25,0.407,0.449,4.5,1,4.1,1.5,15.2,0.17,0.17,0.5,98.7,108.4
Josh Gray,G,1,11.4,12.6,71.4,0,0,2,0.5,0,0,0.5,0.5,1,1,4.7,1,10.5,0,0,2.5,47,115.8
Danny Green,G,1,24.8,13.9,11.3,48,0.688,147,0.524,327,0.367,0.542,0.552,8,3.3,7.3,1.3,7.1,1.24,0.46,0.93,107.8,102.1
Marko Guduric,G,1,11,17.6,17.6,26,0.923,74,0.5,83,0.301,0.475,0.514,3.9,1.7,7.9,1,12.3,0.27,0.18,0.82,96.3,108.4
Kyle Guy,G,1,3.2,22.6,0,0,0,2,1,3,0,0.4,0.4,1.3,0.3,5.9,0.3,16.4,0,0,0,,
Devon Hall,G,1,7.3,21,13,8,0.5,13,0.154,17,0.235,0.267,0.298,1.8,0.6,4.8,1.2,21.4,0.36,0.09,0.45,74.2,105.2
Dusty Hannahs,G,1,6.7,30.7,0,2,1,6,0.333,3,0.667,0.556,0.607,6,0.5,3.9,0,0,0,0,0,120.1,110.8
Tim Hardaway Jr.,G,1,29.5,21.1,6.7,182,0.819,371,0.485,513,0.398,0.55,0.581,15.8,3.3,5.8,1.9,9.7,0.61,0.07,0.97,115.4,110
James Harden,G,1,36.5,36.2,14,800,0.865,671,0.556,843,0.355,0.543,0.626,34.3,6.5,9.4,7.5,35.9,1.84,0.88,4.49,120.3,103.3
Jared Harper,G,1,2.6,21.5,0,0,0,2,0.5,2,0,0.25,0.25,0.7,0,0,0,0,0,0,0,,
Gary Harris,G,1,31.8,15.1,9.7,92,0.815,309,0.479,210,0.333,0.487,0.519,10.4,2.9,5.1,2.1,8.9,1.36,0.25,1.07,104.8,109.2
Shaquille Harrison,G,1,11.3,18.1,9.2,50,0.78,123,0.496,42,0.381,0.515,0.559,4.9,2,9.7,1.1,15.3,0.81,0.44,0.44,116.3,100.3
Josh Hart,G,1,27,15.3,11.4,115,0.739,178,0.584,354,0.342,0.537,0.563,10.1,6.6,12.9,1.7,8.4,0.97,0.35,1.15,110,104.4
Tyler Herro,G,1,27.4,22.2,11.4,100,0.87,333,0.462,298,0.389,0.52,0.55,13.5,4.1,8.3,2.2,12.7,0.62,0.16,1.58,102.9,108.3
Buddy Hield,G,1,30.8,27.2,12.1,136,0.846,475,0.478,688,0.394,0.545,0.565,19.2,4.6,8.3,3,15.5,0.93,0.24,2.33,106,108.7
George Hill,G,1,21.5,15.5,11.9,101,0.842,200,0.565,176,0.46,0.624,0.659,9.4,3,6.9,3.1,19,0.8,0.08,0.97,130.3,100.4
Aaron Holiday,G,1,24.5,18.7,12.6,87,0.851,342,0.427,221,0.394,0.491,0.521,9.5,2.3,5.3,3.4,19.1,0.85,0.24,1.32,104.3,105.8
Jrue Holiday,G,1,34.7,24.6,14.7,182,0.709,660,0.509,346,0.353,0.516,0.537,19.1,4.8,7.4,6.7,29.1,1.62,0.8,3.07,107.4,108.8
Talen Horton-Tucker,G,1,13.5,19.6,15.9,4,0.5,17,0.588,13,0.308,0.533,0.535,5.7,1.2,4.7,1,10.5,1.33,0.17,1,97.1,95.7
Kyrie Irving,G,1,32.9,32.6,10.1,102,0.922,274,0.522,142,0.394,0.546,0.595,27.4,5.2,8.1,6.4,36.7,1.35,0.5,2.6,118.6,104.1
Frank Jackson,G,1,13.5,21.2,11.9,75,0.747,187,0.465,144,0.326,0.476,0.51,6.3,1.4,5.5,1,10.8,0.29,0.07,0.83,99.6,108.1
Reggie Jackson,G,1,27.2,27,9.8,33,0.788,116,0.388,82,0.378,0.462,0.492,14.9,2.9,6.1,5.1,30.8,0.57,0.07,1.64,106,112.5
Reggie Jackson,G,1,21.3,19.1,16.9,21,0.905,65,0.492,63,0.413,0.555,0.587,9.5,3,7.3,3.2,21.3,0.29,0.24,1.65,110.9,101.6
Tyler Johnson,G,1,16.6,17.3,11.5,32,0.75,88,0.466,83,0.289,0.45,0.481,5.7,1.7,5.6,1.6,13.3,0.39,0.26,0.77,98,107.8
Tyler Johnson,G,1,24.3,19.8,5.4,18,1,43,0.419,36,0.389,0.494,0.552,12,3.1,6.7,3,18.6,0.5,0.13,0.63,121.2,106.7
Tyus Jones,G,1,19,17.2,10.8,58,0.741,305,0.492,124,0.379,0.514,0.532,7.4,1.6,4.4,4.4,32,0.91,0.09,0.85,116.1,112.1
Cory Joseph,G,1,24.4,12.9,15.3,70,0.857,253,0.455,159,0.352,0.483,0.517,6.4,2.6,6,3.5,19.1,0.74,0.29,1.11,110.1,109.6
Luke Kennard,G,1,32.9,19.8,10.3,75,0.893,159,0.491,183,0.399,0.548,0.589,15.8,3.5,6,4.1,19.2,0.43,0.21,1.54,117.5,110.8
Brandon Knight,G,1,15.1,19.1,14.9,13,0.308,22,0.409,64,0.297,0.436,0.431,4.9,1.3,4.6,1.9,17.9,0.31,0.13,1,89.7,111.6
Brandon Knight,G,1,24.6,22.2,19.6,21,0.762,14,0.357,67,0.388,0.543,0.576,11.6,2.3,5.4,4.2,25.6,0.56,0.11,2.44,106.2,108.2
John Konchar,G,1,9.5,10.3,15.6,2,0.5,27,0.704,10,0.5,0.716,0.713,2.8,2.5,13.7,1.2,16.2,0.37,0.16,0.37,138.9,109.9
Jalen Lecque,G,1,6.3,17.3,15.5,2,1,6,0.667,4,0,0.4,0.46,2,0.4,3.5,0.4,8.7,0,0,0.4,85.5,108.5
Courtney Lee,G,1,14.4,11.9,11.4,7,0.857,35,0.543,47,0.447,0.616,0.629,4.5,1.3,4.9,0.5,4.7,0.75,0.25,0.46,115.9,105
Caris LeVert,G,1,29.6,29.4,12.5,197,0.711,512,0.451,220,0.364,0.48,0.514,18.7,4.2,7.3,4.4,25,1.18,0.22,2.6,102.2,106.8
Damian Lillard,G,1,37.5,30.3,11,518,0.888,674,0.525,674,0.401,0.563,0.628,30,4.3,6,8,34.4,1.06,0.33,2.94,126.1,115.5
Kyle Lowry,G,1,36.2,23.1,15.7,343,0.857,337,0.504,466,0.352,0.518,0.59,19.4,5,7.3,7.5,30.6,1.41,0.45,3.07,115.9,99.9
Daryl Macon,G,1,3.5,15.6,40,0,0,1,0,2,0.5,0.5,0.5,0.8,0,0,0.3,9.6,0,0,0.5,,
J.P. Macura,G,1,0.6,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Josh Magette,G,1,4.7,23.8,23.9,2,0.5,11,0.364,4,0.25,0.367,0.378,1.5,0.8,8.5,0.6,19.3,0.38,0.13,0.63,71.2,98.8
Jeremiah Martin,G,1,11,26.7,6.3,14,0.786,35,0.543,18,0.278,0.5,0.541,7.1,1.1,5.2,2,30.8,0.78,0.22,0.44,115.8,104.3
Frank Mason,G,1,13.1,24.3,15.8,17,0.588,30,0.567,21,0.286,0.51,0.53,6.9,2.1,8,3.2,35,0.56,0.11,1.22,109.2,96.8
Garrison Mathews,G,1,12.6,14.4,10.1,34,0.912,10,0.5,46,0.413,0.598,0.691,5.4,1.3,5.8,0.6,5.8,0.44,0.06,0.44,132.2,105.9
Wesley Matthews,G,1,24.4,12.5,8.7,68,0.765,125,0.472,297,0.364,0.524,0.547,7.4,2.5,5,1.4,7.1,0.55,0.13,0.64,108.5,101.9
Patrick McCaw,G,1,24.5,9.4,14.6,18,0.722,91,0.484,71,0.324,0.485,0.5,4.6,2.3,5,2.1,11.5,1.05,0.11,0.78,105.1,104
CJ McCollum,G,1,36.5,25.9,8.1,185,0.757,844,0.494,512,0.379,0.522,0.541,22.2,4.3,6.1,4.4,19.1,0.77,0.6,1.81,110.8,113.1
T.J. McConnell,G,1,18.7,17.5,18.9,42,0.833,395,0.524,17,0.294,0.521,0.539,6.5,2.7,7.9,5,37.6,0.8,0.15,1.41,112.2,106.4
Rodney McGruder,G,1,15.6,10.6,10.9,34,0.559,92,0.522,89,0.27,0.464,0.477,3.3,2.7,9,0.7,5.5,0.46,0.14,0.43,99.8,102.3
Jordan McLaughlin,G,1,19.7,15.8,13.7,39,0.667,102,0.569,76,0.382,0.57,0.587,7.6,1.6,4.4,4.2,31,1.13,0.13,1.03,121.5,111.3
Ben McLemore,G,1,22.8,16,8,67,0.746,93,0.656,452,0.4,0.61,0.622,10.1,2.2,5,0.8,5.2,0.65,0.23,0.7,117.3,106
Jordan McRae,G,1,22.5,24.9,9.7,83,0.771,211,0.441,106,0.377,0.483,0.523,12.8,3.6,8.7,2.8,19.1,0.66,0.52,1.31,106,109.8
Jordan McRae,G,1,8.1,10.5,0,4,0.75,2,0,4,0.5,0.5,0.58,2.3,1.3,8.7,1,15.5,0.5,0.25,0,143.3,106.8
Jordan McRae,G,1,24.6,25.6,8.7,22,0.727,27,0.407,16,0.188,0.36,0.446,11.8,3.8,8.6,1.8,10.6,0,0,1.25,92.3,106.7
De'Anthony Melton,G,1,19.5,19.2,15.6,121,0.769,261,0.464,140,0.286,0.451,0.501,7.6,3.7,9.9,2.9,20.1,1.27,0.33,1.4,102,102.5
CJ Miles,G,1,16.1,18.6,5.6,20,0.75,24,0.333,35,0.314,0.415,0.472,6.4,1.2,4.1,1.2,10,1,0.4,0.4,102.9,110.8
Patty Mills,G,1,22.5,20.4,7.7,112,0.866,195,0.533,403,0.382,0.56,0.592,11.6,1.6,3.9,1.8,11.4,0.8,0.09,0.82,115.3,111.1
Donovan Mitchell,G,1,34.3,30.8,11,322,0.863,869,0.494,473,0.366,0.513,0.558,24,4.4,7.1,4.3,21.6,1.01,0.2,2.67,109.5,105.7
Naz Mitrou-Long,G,1,9.4,18.7,15,0,0,5,0.8,12,0.167,0.412,0.412,2.8,1.4,8.2,1.6,22.9,0.2,0.2,0.6,87.1,108
Adam Mokoka,G,1,10.2,12.1,6.3,4,0.5,13,0.462,15,0.4,0.536,0.538,2.9,0.9,4.9,0.4,5,0.36,0,0.18,114.6,101.4
Malik Monk,G,1,21.3,22.9,12.6,100,0.82,284,0.542,204,0.284,0.494,0.53,10.3,2.9,7.3,2.1,16.6,0.45,0.29,1.4,102.7,110.4
Matt Mooney,G,1,4.7,9.1,0,0,0,2,0.5,2,0,0.25,0.25,0.5,0.8,8.9,0.3,6.8,0.5,0.25,0,69.4,107.1
E'Twaun Moore,G,1,18.2,19.9,8.1,45,0.689,270,0.456,167,0.377,0.498,0.51,8.3,2.3,6.8,1.4,11,0.57,0.2,0.71,103.7,108.9
Ja Morant,G,1,31,25.9,17,308,0.776,758,0.511,179,0.335,0.509,0.556,17.8,3.9,6.5,7.3,35.2,0.88,0.27,3.28,108.4,110.7
Monte Morris,G,1,22.4,17.5,8.2,89,0.843,394,0.495,172,0.378,0.517,0.545,9,1.9,4.7,3.5,22.1,0.75,0.23,0.74,117.4,112.3
Emmanuel Mudiay,G,1,15.7,22.6,17.3,83,0.759,239,0.506,87,0.345,0.509,0.545,7.3,2.3,8.2,2.1,20.9,0.44,0.19,1.41,103,104
Mychal Mulder,G,1,29.1,16.2,6.5,12,0.75,15,0.667,52,0.308,0.507,0.533,11,3.3,6.1,1.1,5.9,0.29,0.14,0.71,104.9,109.5
Dejounte Murray,G,1,25.6,20.8,15.4,114,0.798,526,0.481,111,0.369,0.494,0.524,10.9,5.8,12.3,4.1,23.1,1.68,0.26,1.89,104.7,104.4
Jamal Murray,G,1,32.3,25.2,11.5,185,0.881,570,0.519,324,0.346,0.519,0.559,18.5,4,6.9,4.8,22.9,1.14,0.29,2.15,111.5,110.3
Shabazz Napier,G,1,23.8,19.1,19.1,88,0.818,124,0.54,159,0.296,0.486,0.539,9.6,3.1,6.8,5.2,31.3,1.14,0.19,2.11,108.1,108.9
Shabazz Napier,G,1,24.4,21.6,20.5,65,0.831,92,0.489,81,0.358,0.512,0.573,11.6,2.4,5.4,3.8,21.6,1.45,0.2,2.6,103.7,110.9
Raul Neto,G,1,12.4,18.6,16.3,47,0.83,133,0.504,88,0.386,0.534,0.569,5.1,1.1,5,1.8,20.3,0.44,0.11,0.87,108.8,106.4
Malik Newman,G,1,3.7,44.8,25.8,2,1,1,0,1,0,0,0.347,2,0,0,0,0,0,0,1,,
Jaylen Nowell,G,1,10.1,17.3,4.7,17,0.941,27,0.593,26,0.115,0.387,0.471,3.8,0.9,4.5,1.3,17.8,0.2,0,0.2,109.7,111.6
Frank Ntilikina,G,1,20.8,15.4,16.5,59,0.864,196,0.444,137,0.321,0.459,0.497,6.3,2.1,5.4,3,20.2,0.95,0.28,1.25,102.6,104.4
Kendrick Nunn,G,1,29.3,24,10.6,100,0.85,523,0.505,391,0.35,0.514,0.534,15.3,2.7,5.1,3.3,18.5,0.84,0.22,1.7,103.3,106.4
Josh Okogie,G,1,25,15.1,15.1,191,0.796,244,0.529,154,0.266,0.479,0.553,8.6,4.3,9.1,1.6,8.9,1.1,0.42,1.39,108.5,107.1
Victor Oladipo,G,1,27.8,26.5,14.7,59,0.814,142,0.451,104,0.317,0.461,0.506,14.5,3.9,7.8,2.9,15.4,0.89,0.21,2.47,94.3,105.3
Jeremy Pargo,G,1,14.8,25.5,15.1,1,0,15,0.533,7,0.429,0.568,0.557,8.3,1,3.7,2.7,32.8,0.33,0,1.33,103,101.2
Chris Paul,G,1,31.5,23.3,13.8,279,0.907,583,0.554,304,0.365,0.552,0.61,17.6,5,8.8,6.7,34,1.59,0.16,2.3,120.4,103
Cameron Payne,G,1,22.9,19.1,13.4,7,0.857,39,0.462,29,0.517,0.596,0.612,10.9,3.9,9.4,3,19.4,1,0.25,1.38,114.7,102.1
Gary Payton II,G,1,14.9,13.4,14.3,8,0.5,70,0.5,46,0.283,0.47,0.473,3.9,2.8,10.1,1.7,14.8,1.14,0.24,0.69,102.6,103.9
Elfrid Payton,G,1,27.7,19.5,16.6,86,0.57,371,0.482,69,0.203,0.455,0.47,10,4.7,9,7.2,38.6,1.58,0.38,2.11,104.8,107.8
Shamorie Ponds,G,1,2.7,23.7,0,2,1,3,0.667,2,0.5,0.7,0.765,2.3,0.3,5,0.5,34.3,0,0.25,0,,
